Binder Name,Binder Type,Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Blumborrow,binder,Fireglass Mentor,BLB,Bloomburrow,213,normal,uncommon,1,95823,b78fbaa3-c580-4290-9c28-b74169aab2fc,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Stocking the Pantry,BLB,Bloomburrow,194,normal,uncommon,2,96033,50e95c7b-f0b2-4276-8c5e-4191b7ba35d1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Peerless Recycling,BLB,Bloomburrow,188,normal,uncommon,1,95925,5f72466c-505b-4371-9366-0fde525a37e6,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Hunter's Talent,BLB,Bloomburrow,179,normal,uncommon,2,95847,e9a31863-9649-4a4f-99e4-c93729938bd7,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Wear Down,BLB,Bloomburrow,203,normal,uncommon,1,95863,fded2b83-3b7d-4c8c-83c4-0624a1069628,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Overprotect,BLB,Bloomburrow,185,normal,uncommon,1,95891,079e979f-b618-4625-989c-e0ea5b61ed8a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Three Tree Scribe,BLB,Bloomburrow,199,foil,uncommon,1,95977,ea2ca1b3-4c1a-4be5-b321-f57db5ff0528,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bushy Bodyguard,BLB,Bloomburrow,166,normal,uncommon,2,95997,0de60cf7-fa82-4b6f-9f88-6590fba5c863,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bark-Knuckle Boxer,BLB,Bloomburrow,164,normal,uncommon,1,95921,582637a9-6aa0-4824-bed7-d5fc91bda35e,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Hazardroot Herbalist,BLB,Bloomburrow,174,normal,uncommon,3,96130,e2882982-b3a3-4762-a550-6b82db1038e8,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Clifftop Lookout,BLB,Bloomburrow,168,normal,uncommon,3,95931,662d3bcc-65f3-4c69-8ea1-446870a1193d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Honored Dreyleader,BLB,Bloomburrow,178,normal,uncommon,2,96107,bc5ee537-52e1-474a-9326-dfacc2a758ab,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Clifftop Lookout,BLB,Bloomburrow,168,foil,uncommon,1,95931,662d3bcc-65f3-4c69-8ea1-446870a1193d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Brambleguard Veteran,BLB,Bloomburrow,165,normal,uncommon,1,95880,bac9f6f8-6797-4580-9fc4-9a825872e017,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Galewind Moose,BLB,Bloomburrow,173,normal,uncommon,2,95871,58706bd8-558a-43b9-9f1e-c1ff0044203b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Brambleguard Veteran,BLB,Bloomburrow,165,foil,uncommon,1,95880,bac9f6f8-6797-4580-9fc4-9a825872e017,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Ruthless Negotiation,BLB,Bloomburrow,108,foil,uncommon,1,95828,c7f4360c-8d68-4058-b9ec-da9948cb060d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bonecache Overseer,BLB,Bloomburrow,85,normal,uncommon,1,95944,82defb87-237f-4b77-9673-5bf00607148f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Ruthless Negotiation,BLB,Bloomburrow,108,normal,uncommon,2,95828,c7f4360c-8d68-4058-b9ec-da9948cb060d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Feed the Cycle,BLB,Bloomburrow,94,normal,uncommon,2,96067,7e017ff8-2936-4a1b-bece-00004cfbad06,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bandit's Talent,BLB,Bloomburrow,83,normal,uncommon,2,95917,485dc8d8-9e44-4a0f-9ff6-fa448e232290,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Persistent Marshstalker,BLB,Bloomburrow,104,normal,uncommon,1,95947,8b900c71-713b-4b7e-b4be-ad9f4aa0c139,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Starscape Cleric,BLB,Bloomburrow,116,normal,uncommon,1,96037,53a938a7-0154-4350-87cb-00da24ec3824,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Thought-Stalker Warlock,BLB,Bloomburrow,118,normal,uncommon,1,96018,42e80284-d489-493b-ae92-95b742d07cb3,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Consumed by Greed,BLB,Bloomburrow,87,normal,uncommon,1,95884,e50acc41-3517-42db-b1d3-1bdfd7294d84,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Hazel's Nocturne,BLB,Bloomburrow,97,normal,uncommon,1,96009,239363df-4de8-4b64-80fc-a1f4b5c36027,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Sinister Monolith,BLB,Bloomburrow,113,normal,uncommon,1,96012,2a15e06c-2608-4e7a-a16c-d35417669d86,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Downwind Ambusher,BLB,Bloomburrow,92,normal,uncommon,1,95920,55cfd628-933a-4d3d-b2e5-70bc86960d1c,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Wick's Patrol,BLB,Bloomburrow,121,normal,uncommon,2,95926,5fa0c53d-fe7b-4b8b-ad81-7967ca318ff7,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Huskburster Swarm,BLB,Bloomburrow,98,normal,uncommon,2,95978,ed2f61d7-4eb0-41c5-8a34-a0793c2abc51,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Stargaze,BLB,Bloomburrow,114,normal,uncommon,1,95939,777fc599-8de7-44d2-8fdd-9bddf5948a0c,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Heartfire Hero,BLB,Bloomburrow,138,normal,uncommon,1,95870,48ace959-66b2-40c8-9bff-fd7ed9c99a82,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Blacksmith's Talent,BLB,Bloomburrow,125,normal,uncommon,2,96029,4bb318fa-481d-40a7-978e-f01b49101ae0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Hoarder's Overflow,BLB,Bloomburrow,141,normal,uncommon,2,96112,c2ed5079-07b4-4575-a2c8-5f0cbff888c3,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Blooming Blast,BLB,Bloomburrow,126,normal,uncommon,1,95996,0cd92a83-cec3-4085-a929-3f204e3e0140,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Harnesser of Storms,BLB,Bloomburrow,137,normal,uncommon,1,95962,b56beeb6-88ca-475e-8654-1d4e8b4aa3c0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Brazen Collector,BLB,Bloomburrow,128,normal,uncommon,1,95873,78b55a58-c669-4dc6-aa63-5d9dff52e613,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Wildfire Howl,BLB,Bloomburrow,162,normal,uncommon,2,96059,7392d397-9836-4df2-944d-c930c9566811,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Valley Rally,BLB,Bloomburrow,159,foil,uncommon,1,95878,b6178258-1ad6-4122-a56f-6eb7d0611e84,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Brambleguard Captain,BLB,Bloomburrow,127,foil,uncommon,1,95883,e200b8bf-f2f3-4157-8e04-02baf07a963e,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Valley Rally,BLB,Bloomburrow,159,normal,uncommon,2,95878,b6178258-1ad6-4122-a56f-6eb7d0611e84,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Teapot Slinger,BLB,Bloomburrow,157,normal,uncommon,2,96015,30506844-349f-4b68-8cc1-d028c1611cc7,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Quaketusk Boar,BLB,Bloomburrow,146,normal,uncommon,2,95869,2f2b7fd3-a139-49ea-8a89-b64261e868ef,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Reptilian Recruiter,BLB,Bloomburrow,149,normal,uncommon,1,96072,81dec453-c9d7-42cb-980a-c82f82bede76,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Flowerfoot Swordmaster,BLB,Bloomburrow,14,normal,uncommon,1,95812,97ff118f-9c3c-43a2-8085-980c7fe7d227,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Seasoned Warrenguard,BLB,Bloomburrow,30,normal,uncommon,1,96081,90873995-876f-4e89-8bc7-41a74f4d931f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Repel Calamity,BLB,Bloomburrow,27,normal,uncommon,1,95834,d068192a-6270-4981-819d-4945fa4a2b83,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Builder's Talent,BLB,Bloomburrow,5,normal,uncommon,3,96002,15fa581a-724e-4196-a9a3-ff84c54bdb7d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Jolly Gerbils,BLB,Bloomburrow,19,normal,uncommon,1,96167,0eab51d6-ba17-4a8c-8834-25db363f2b6b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mabel's Mettle,BLB,Bloomburrow,21,normal,uncommon,2,95872,5cfcf83f-089c-4e35-855e-b61b98bb1cd8,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Feather of Flight,BLB,Bloomburrow,13,normal,uncommon,2,95956,9fb41503-8632-4bf1-9bfe-6d9b9993c337,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Shrike Force,BLB,Bloomburrow,31,normal,uncommon,1,95763,306fec2c-d8b7-4f4b-8f58-10e3b9f3158f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Hop to It,BLB,Bloomburrow,16,normal,uncommon,1,95851,ee7207f8-5daa-42af-aeea-7a489047110b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Dewdrop Cure,BLB,Bloomburrow,10,foil,uncommon,1,95932,666aefc2-44e0-4c27-88d5-7906f245a71f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Harvestrite Host,BLB,Bloomburrow,15,normal,uncommon,1,95915,41762689-0c13-4d45-9d81-ba2afad980f8,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Dewdrop Cure,BLB,Bloomburrow,10,normal,uncommon,2,95932,666aefc2-44e0-4c27-88d5-7906f245a71f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mouse Trapper,BLB,Bloomburrow,22,foil,uncommon,1,95948,8ba1bc5a-03e7-44ec-893e-44042cbc02ef,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Star Charter,BLB,Bloomburrow,33,normal,uncommon,2,95894,0e209237-00f7-4bf0-8287-ccde02ce8e8d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mouse Trapper,BLB,Bloomburrow,22,normal,uncommon,2,95948,8ba1bc5a-03e7-44ec-893e-44042cbc02ef,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Splash Portal,BLB,Bloomburrow,74,normal,uncommon,1,95958,adbaa356-28ba-487f-930a-a957d9960ab0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Into the Flood Maw,BLB,Bloomburrow,52,normal,uncommon,1,95919,50b9575a-53d9-4df7-b86c-cda021107d3f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Long River's Pull,BLB,Bloomburrow,58,normal,uncommon,1,95900,1c81d0fa-81a1-4f9b-a5fd-5a648fd01dea,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Shoreline Looter,BLB,Bloomburrow,70,normal,uncommon,1,95837,d5bf8cf0-419a-4dc9-9342-aad55c1af05a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Gossip's Talent,BLB,Bloomburrow,51,normal,uncommon,1,95961,b299889a-03d6-4659-b0e1-f0830842e40f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Otterball Antics,BLB,Bloomburrow,63,normal,uncommon,2,95913,3ff83ff7-e428-4ccc-8341-f223dab76bd1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Gossip's Talent,BLB,Bloomburrow,51,foil,uncommon,1,95961,b299889a-03d6-4659-b0e1-f0830842e40f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Long River Lurker,BLB,Bloomburrow,57,normal,uncommon,2,95941,7c267719-cd03-4003-b281-e732d5e42a1e,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Sugar Coat,BLB,Bloomburrow,76,normal,uncommon,2,95887,fcacbe71-efb0-49e1-b2d0-3ee65ec6cf8b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mindwhisker,BLB,Bloomburrow,60,normal,uncommon,1,96099,aaa10f34-5bfd-4d87-8f07-58de3b0f5663,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Spellgyre,BLB,Bloomburrow,72,normal,uncommon,2,96139,f6f6620a-1d40-429d-9a0c-aaeb62adaa71,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Calamitous Tide,BLB,Bloomburrow,43,foil,uncommon,1,96003,178bc8b2-ffa0-4549-aead-aacb3db3cf19,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Fountainport Bell,BLB,Bloomburrow,245,normal,common,1,96094,a5c94bc0-a49d-451b-8e8d-64d46b8b8603,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Barkform Harvester,BLB,Bloomburrow,243,normal,common,1,95984,f77049a6-0f22-415b-bc89-20bcb32accf6,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bumbleflower's Sharepot,BLB,Bloomburrow,244,normal,common,1,95924,5f0affd5-5dcd-4dd1-a694-37a9aedf4084,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bumbleflower's Sharepot,BLB,Bloomburrow,244,foil,common,1,95924,5f0affd5-5dcd-4dd1-a694-37a9aedf4084,0.0,false,false,mint,fr,EUR
Blumborrow,binder,Cindering Cutthroat,BLB,Bloomburrow,208,normal,common,1,95820,b2ea10dd-21ea-4622-be27-79d03a802b85,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Seedpod Squire,BLB,Bloomburrow,232,normal,common,2,95852,f3684577-51ce-490e-9b59-b19c733be466,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Tempest Angler,BLB,Bloomburrow,235,normal,common,2,95803,850daae4-f0b7-4604-95e7-ad044ec165c3,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Junkblade Bruiser,BLB,Bloomburrow,220,normal,common,2,95810,918fd89b-5ab7-4ae2-920c-faca5e9da7b9,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Corpseberry Cultivator,BLB,Bloomburrow,210,normal,common,2,95829,c911a759-ed7b-452b-88a3-663478357610,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Pond Prophet,BLB,Bloomburrow,229,normal,common,1,95861,fb959e74-61ea-453d-bb9f-ad0183c0e1b1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Corpseberry Cultivator,BLB,Bloomburrow,210,foil,common,1,95829,c911a759-ed7b-452b-88a3-663478357610,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Veteran Guardmouse,BLB,Bloomburrow,237,normal,common,2,95771,3db43c46-b616-4ef8-80ed-0fab345ab3d0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Head of the Homestead,BLB,Bloomburrow,216,foil,common,1,95762,2fc20157-edd3-484d-8864-925c071c0551,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mind Drill Assailant,BLB,Bloomburrow,225,normal,common,2,95783,507ba708-ca9b-453e-b4c2-23b6650eb5a8,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Head of the Homestead,BLB,Bloomburrow,216,normal,common,1,95762,2fc20157-edd3-484d-8864-925c071c0551,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Moonrise Cleric,BLB,Bloomburrow,226,normal,common,2,95767,35f2a71f-31e8-4b51-9dd4-51a5336b3b86,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Might of the Meek,BLB,Bloomburrow,144,foil,common,1,95627,509bf254-8a2b-4dfa-9ae5-386321b35e8b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,War Squeak,BLB,Bloomburrow,160,normal,common,1,95999,105964a7-88b7-4340-aa66-e908189a3638,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Might of the Meek,BLB,Bloomburrow,144,normal,common,2,95627,509bf254-8a2b-4dfa-9ae5-386321b35e8b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Sazacap's Brew,BLB,Bloomburrow,151,foil,common,1,96330,6d963080-b3ec-467d-82f7-39db6ecd6bbc,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Whiskerquill Scribe,BLB,Bloomburrow,161,normal,common,1,96124,da653996-9bd4-40bd-afb4-48c7e070a269,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Raccoon Rallier,BLB,Bloomburrow,148,foil,common,1,96104,b5b5180f-5a1c-4df8-9019-195e65a50ce3,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Take Out the Trash,BLB,Bloomburrow,156,foil,common,1,95940,7a1c6f00-af4c-4d35-b682-6c0e759df9a5,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Roughshod Duo,BLB,Bloomburrow,150,normal,common,1,96343,78cdcfb9-a247-4c2d-a098-5b57570f8cd5,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Kindlespark Duo,BLB,Bloomburrow,142,normal,common,2,96096,a839fba3-1b66-4dd1-bf43-9b015b44fc81,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Alania's Pathmaker,BLB,Bloomburrow,123,normal,common,2,96123,d3871fe6-e26e-4ab4-bd81-7e3c7b8135c1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Conduct Electricity,BLB,Bloomburrow,130,normal,common,1,95906,2f373dd6-2412-453c-85ba-10230dfe473a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Three Tree Mascot,BLB,Bloomburrow,251,normal,common,2,96100,aaced75b-6e07-457c-8ea2-f74d99710d15,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Longstalk Brawl,BLB,Bloomburrow,182,foil,common,1,95966,c7ef748c-b5e5-4e7d-bf2e-d3e6c08edb42,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,High Stride,BLB,Bloomburrow,176,normal,common,2,96153,09c8cf4b-8e65-4a1c-b458-28b5ab56b390,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Stocking the Pantry,BLB,Bloomburrow,194,normal,uncommon,1,96033,50e95c7b-f0b2-4276-8c5e-4191b7ba35d1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Sunshower Druid,BLB,Bloomburrow,195,foil,common,1,95630,7740abc5-54e1-478d-966e-0fa64e727995,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Cache Grab,BLB,Bloomburrow,167,normal,common,1,95842,dfd977dc-a7c3-4d0a-aca7-b25bd154e963,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Peerless Recycling,BLB,Bloomburrow,188,normal,uncommon,1,95925,5f72466c-505b-4371-9366-0fde525a37e6,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Three Tree Rootweaver,BLB,Bloomburrow,198,normal,common,2,96469,d1ab6e14-26e0-4174-b5c6-bc0f5c26b177,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bakersbane Duo,BLB,Bloomburrow,163,normal,common,1,96035,5309354f-1ff4-4fa9-9141-01ea2f7588ab,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Stickytongue Sentinel,BLB,Bloomburrow,193,foil,common,1,96105,b5fa9651-b217-4f93-9c46-9bdb11feedcb,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Heaped Harvest,BLB,Bloomburrow,175,normal,common,2,96255,3b5349db-0e0a-4b15-886e-0db403ef49cb,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Druid of the Spade,BLB,Bloomburrow,170,foil,common,1,96054,6b485cf7-bad0-4824-9ba7-cb112ce4769f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Treeguard Duo,BLB,Bloomburrow,200,normal,common,2,96077,89c8456e-c971-42b7-abf3-ff5ae1320abe,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Treetop Sentries,BLB,Bloomburrow,201,normal,common,1,95974,e16d4d6e-1fe5-4ff6-9877-8c849a24f5e0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Polliwallop,BLB,Bloomburrow,189,normal,common,1,95935,6bc4963c-d90b-4588-bdb7-85956e42a623,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Rust-Shield Rampager,BLB,Bloomburrow,190,normal,common,1,96117,c96b01f5-83de-4237-a68d-f946c53e31a6,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Brave-Kin Duo,BLB,Bloomburrow,3,normal,common,1,95824,b8dd4693-424d-4d6e-86cf-24401a23d6b1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Crumb and Get It,BLB,Bloomburrow,8,normal,common,2,96259,3c7b3b25-d4b3-4451-9f5c-6eb369541175,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Carrot Cake,BLB,Bloomburrow,7,normal,common,2,95636,eb03bb4f-8b4b-417e-bfc6-294cd2186b2e,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Nettle Guard,BLB,Bloomburrow,23,foil,common,1,95949,8c9c3cc3-2aa2-453e-a17c-2baeeaabe0a9,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Sonar Strike,BLB,Bloomburrow,32,foil,common,1,96093,a50da179-751f-47a8-a547-8c4a291ed381,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Nettle Guard,BLB,Bloomburrow,23,normal,common,1,95949,8c9c3cc3-2aa2-453e-a17c-2baeeaabe0a9,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Warren Elder,BLB,Bloomburrow,37,normal,common,1,96030,4bf20069-5a20-4f95-976b-6af2b69f3ad0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Intrepid Rabbit,BLB,Bloomburrow,17,normal,common,1,96276,4d70b99d-c8bf-4a56-8957-cf587fe60b81,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Thistledown Players,BLB,Bloomburrow,35,normal,common,1,95960,afa8d83f-8586-4127-8b55-9715e9547488,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Banishing Light,BLB,Bloomburrow,1,normal,common,1,96011,25a06f82-ebdb-4dd6-bfe8-958018ce557c,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Rabbit Response,BLB,Bloomburrow,26,normal,common,1,96114,c4ded450-346d-4917-917a-b62bc0267509,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Pileated Provisioner,BLB,Bloomburrow,25,foil,common,1,96102,ae442cd6-c4df-4aad-9b1d-ccd936c5ec96,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Shore Up,BLB,Bloomburrow,69,normal,common,1,96277,4dc3b49e-3674-494c-bdea-4374cefd10f4,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Run Away Together,BLB,Bloomburrow,67,normal,common,2,95799,7cb7ec70-a5a4-4188-ba1a-e88b81bdbad0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Dazzling Denial,BLB,Bloomburrow,45,normal,common,1,96369,8739f1ac-2e57-4b52-a7ff-cc8df5936aad,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Thought Shucker,BLB,Bloomburrow,77,normal,common,2,95916,44b0d83b-cc41-4f82-892c-ef6d3293228a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bellowing Crier,BLB,Bloomburrow,42,normal,common,2,96119,ca2215dd-6300-49cf-b9b2-3a840b786c31,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Finch Formation,BLB,Bloomburrow,50,foil,common,1,95899,1c671eab-d1ef-4d79-94eb-8b85f0d18699,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Nightwhorl Hermit,BLB,Bloomburrow,62,foil,common,1,95994,0928e04f-2568-41e8-b603-7a25cf5f94d0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Finch Formation,BLB,Bloomburrow,50,normal,common,1,95899,1c671eab-d1ef-4d79-94eb-8b85f0d18699,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Pearl of Wisdom,BLB,Bloomburrow,64,normal,common,1,95625,13cb9575-1138-4f99-8e90-0eaf00bdf4a1,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Lightshell Duo,BLB,Bloomburrow,56,normal,common,2,95905,2f00c834-b4a9-45b8-bb3f-22c2a42314a0,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Dire Downdraft,BLB,Bloomburrow,46,normal,common,1,96526,f1931f22-974c-43ad-911e-684bf3f9995d,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Skyskipper Duo,BLB,Bloomburrow,71,normal,common,1,96476,d6844bad-ffbe-4c6e-b438-08562eccea52,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Mind Spiral,BLB,Bloomburrow,59,normal,common,1,96068,7e24fe6a-607b-49b8-9fca-cecb1e40de7f,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Wax-Wane Witness,BLB,Bloomburrow,39,normal,common,2,95971,d90ea719-5320-46c6-a347-161853a14776,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Ravine Raider,BLB,Bloomburrow,106,foil,common,1,96370,874510be-7ecd-4eff-abad-b9594eb4821a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Savor,BLB,Bloomburrow,109,normal,common,2,96178,1397f689-dca1-4d35-864b-92c5606afb9a,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bonebind Orator,BLB,Bloomburrow,84,foil,common,1,96535,faf226fa-ca09-4468-8804-87b2a7de2c66,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Daggerfang Duo,BLB,Bloomburrow,89,normal,common,2,96468,cea2bb34-e328-44fb-918a-72208c9457e4,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Bonebind Orator,BLB,Bloomburrow,84,normal,common,1,96535,faf226fa-ca09-4468-8804-87b2a7de2c66,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Starlit Soothsayer,BLB,Bloomburrow,115,foil,common,1,95895,184c1eca-2991-438f-b5d2-cd2529b9c9b4,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Psychic Whorl,BLB,Bloomburrow,105,foil,common,1,96127,df900308-8432-4a0a-be21-17482026012b,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Starlit Soothsayer,BLB,Bloomburrow,115,normal,common,1,95895,184c1eca-2991-438f-b5d2-cd2529b9c9b4,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Diresight,BLB,Bloomburrow,91,normal,common,2,95985,fada29c0-5293-40a4-b36d-d073ee99e650,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Thornplate Intimidator,BLB,Bloomburrow,117,normal,common,1,96019,42f66c4a-feaa-4ba6-aa56-955b43329a9e,0.0,false,false,near_mint,fr,EUR
Blumborrow,binder,Glidedive Duo,BLB,Bloomburrow,96,normal,common,2,96026,4831e7ae-54e3-4bd9-b5af-52dc29f81715,0.0,false,false,near_mint,fr,EUR
